City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
342,mugia,43.1041,-9.2179,63.91,93,74,9.28,ES,1715531899
343,vilyuysk,63.7553,121.6247,33.01,67,100,11.01,RU,1715531899
344,kill devil hills,36.0307,-75.676,75.2,58,100,13.8,US,1715531899
345,smithers,54.7804,-127.1743,48.52,57,75,2.3,CA,1715531899
346,nea ionia,38.0373,23.7595,73.65,37,40,9.22,GR,1715531899
347,jayapura,-2.5333,140.7,78.19,90,98,4.18,ID,1715531900
348,ergue-gaberic,47.9956,-4.0222,60.89,77,100,11.5,FR,1715531900
349,khash,28.2211,61.2158,78.49,14,2,7.05,IR,1715531900
350,mount isa,-20.7333,139.5,64.17,42,0,10.36,AU,1715531900
351,patong,7.8961,98.2966,89.02,73,71,3.15,TH,1715531900
352,tual,-5.6667,132.75,82.36,84,91,20.45,ID,1715531900
353,sandnessjoen,66.0217,12.6316,57.72,87,75,14.97,NO,1715531901
354,egilsstadir,65.2653,-14.3948,55.31,54,40,20.71,IS,1715531901
355,newport,51.5877,-2.9984,71.71,70,44,8.88,GB,1715531901
356,sona,45.4388,10.8255,78.35,36,75,3.44,IT,1715531901
357,tubarjal,30.4999,38.216,79.41,23,3,21.21,SA,1715531901
358,san julian,21.0167,-102.1667,86.23,15,3,12.28,MX,1715531901
359,ulanhot,46.0833,122.0833,51.89,35,64,6.93,CN,1715531902
360,essaouira,31.5125,-9.77,76.5,53,1,21.85,MA,1715531902
361,manokwari,-0.8667,134.0833,79.95,80,100,5.53,ID,1715531902
362,labytnangi,66.6572,66.4183,27.37,89,73,17.83,RU,1715531902
363,kalkaman,51.9525,76.0211,60.21,30,0,8.32,KZ,1715531903
